title,url,description,keywords,duration,view_count,datePublished,genre,,,,,,
narendra modi speech Vadodara 16/05/2014 - mobile recod,https://www.youtube.com/embed/JqIyQMEMq4I,Narendra Modi Victory Speech 2014 narendra modi latest speech 2014 Narendra Modi Speech Narendra modi news Indian General Election 2014 India Elections 2014 ...,"narendra modi, narendra modi speech, speech, BJP win, Narendra Modi, BJP, Election 2014, Election Results, Election results 2014, Lok Sabha election results ...",PT5M46S,257,5/16/14,News & Politics,,,,,,
Barack Obama and Narendra Modi - Joint Briefing from White House,https://www.youtube.com/embed/uDYarhCmvfM,Subscribe Now To Our Network Channels :- Times Now : http://goo.gl/U9ibPb The NewsHour Debate : http://goo.gl/LfNgFF ET Now : http://goo.gl/5XreUq Prime Mini...,"US President Barack Obama and Prime Minister Narendra Modi - Joint Briefing from White House, President Barack Obama reach out to PM Narendra Modi, Modi at M...",PT12M49S,129993,9/30/14,News & Politics,,,,,,
"My focus is Gujarat, talk of PM race is media creation, says Narendra Modi",https://www.youtube.com/embed/JNv_0AXITag,"Gujarat Chief Minister Narendra Modi has claimed that he never targeted UPA chairperson Sonia Gandhi over her treatment and expenditure abroad. Instead, in a...",,PT25M20S,14973,10/11/12,News & Politics,,,,,,
Narendra Modi's exclusive interview to Puthiyathalaimurai,https://www.youtube.com/embed/9WixsYOCsFY,"Exclusive Interview with Narendra Modi BJP's prime ministerial candidate Mr. Narendra Modi, who is on a two-day campaign to Tamilnadu, has given an exclusive...","Tamil Live News, Puthiya Thalaimurai, Puthiyathalaimurai, puthiyathalaimurai.tv, New Generation, Online, Videos, Latest Videos, Updates, PTTV online news, ta...",PT8M36S,19073,4/17/14,News & Politics,,,,,,
Bollywood Hero Johan Abraham meets to Narendra Modi,https://www.youtube.com/embed/PNj9SWZ9IGE,Bollywood stars john abraham meets to Narendra modi. bipasha basu john abraham bollywood john abraham bollywood stars pictures of john abraham john abraham j...,"narendra modi, Narendra Modi (Politician), narendra modi's speech, PM - Narendra modi, Narendra Modi - PM, Indian PM - Narendra modi, Narendra modi video, na...",PT0M38S,2516,2/19/15,People & Blogs,,,,,,
The US Media's Infatuation with Indiaâ€™s Ronald Reagan | Interview with Vijay Prashad,https://www.youtube.com/embed/wgRxVyH3gOk,"Abby Martin speaks with author and historian, Vijay Prashad, discussing the American mediaâ€™s reception of Indian Prime Minister Narendra Modi as well as disc...","Abby Martin, RTTV, Breaking the Set, RT America, Vijay Prashad, Narendra Modi, Modi UN, Modi rich, ISIS, Obama Syria, Obama ISIS, Obama Iraq, Ronald Reagan (...",PT9M29S,50668,10/2/14,News & Politics,,,,,,
"Arundhati Roy on the Dark Side of Narendra Modi, Frontrunner to Be Next Indian PM",https://www.youtube.com/embed/Xbfm4ODP9NU,"http://www.democracynow.org - As voting begins in India in the largest elections the world has ever seen, we spend the hour with Indian novelist and essayist...","Democracy Now, Amy Goodman, DN, News, Politics, democracynow.org, video, independent media, daily news, breaking news, 2014 India Election, India, Arundhati ...",PT16M48S,29610,4/9/14,News & Politics,,,,,,
Rajdeep Sardesai and Madhu Kishwar fight over Narendra Modi at Odisha Lit Fest 2014,https://www.youtube.com/embed/7fWRNqUgMrY,Madhu Kishwar on why she wrote the book on Narendra Modi. Full Video https://www.youtube.com/watch?feature=player_embedded&v=M5KIqyT60ps,"Madhu Purnima Kishwar (Author), Narendra Modi (Politician), Politics (TV Genre), Book, Prabhu Chawla (Award Winner), Rajdeep Sardesai (Award Winner), odisha ...",PT1M41S,6133,11/5/14,People & Blogs,,,,,,
mumbai Arnab has to end the debate early by narendra modi,https://www.youtube.com/embed/TQkSdIsh8mg,Media is trying to divert people' attention by stupid excuses still can't make it and caught with red hand in live debate.,mumbai,PT4M11S,343492,12/22/09,News & Politics,,,,,,
""" I LOVE YOU MODI "" Narendra Modi in Aap Ki Adalat (DELETED PART) Must Watch",https://www.youtube.com/embed/CI24rBaOECk,BJP's prime ministerial candidate Narendra Modi. Indian TV's Rajat Sharma kept the country glued to its television screens on a Saturday night for close to t...,YouTube Editor,PT0M53S,2427,4/13/14,People & Blogs,,,,,,
"Atal ji actually said, Narendra Modi is following his Rajdharma",https://www.youtube.com/embed/x5W3RCpOGbQ,"For years on end, sections that dominate the media and intellectual discourse have harped on the misinformation that former Prime Minister Atal Bihari Vajpay...","Narendra, Modi, Gujarat, Atal, Bihari, Vajpayee, MediaCrook, Godhra, 2002, Ahmedabad",PT1M27S,313975,4/18/12,News & Politics,,,,,,
Narendra modi speech against pakistan,https://www.youtube.com/embed/XjdUhd-79c0,"Modi speech,narendra modi against Pakistan ,war against Pakistan ,modi direct insult of Pakistan","Modi, Pakistan, speech, narendra",PT1M21S,19163,8/11/13,People & Blogs,,,,,,
Modi Is Not A Hindu Extremist-He Is A Good Politician | Foreign Media,https://www.youtube.com/embed/8oaCXNNw3pI,Narendra Modi The Next Big Thing.....India!! jai hind channel Youtube channel Shortcut-http://www.jaihindchannel.com Jai Hind,"Modi Is Not A Hindu Extremist-He Is A Good Politician | Foreign Media, narendra modi, modi, hindu extremists, foreign media on india, foreign media on narend...",PT4M14S,74509,3/7/15,News & Politics,,,,,,
Narendra Modi's first TV interview as Prime Minister,https://www.youtube.com/embed/7XZd8uUCos4,"After becoming the Prime Minister of India, Narendra Modi appeared for his first TV interview to Fareed Zakaria of the Washington Post. Chinese President Xi ...","India, PM Modi, Narendra Modi, Climate Change Summit, UN, Islam, Radical, Fareed Zakaria, Uttarakhand, China, Washington Post, Al Qaeda, Podcast, Niti Central.",PT5M56S,1293,9/23/14,News & Politics,,,,,,
Narendra Modi's latest interview with Arnav Goswami on the question of Rahul Gandhi and Chidambaram,https://www.youtube.com/embed/iOjoQHykftc,Narendra Modi interview with Arnab Goswami.Narendra Modi exposing the real face of Arnav Goswami and Chidambaram.His mind blowing answer to Arnav Goswami on ...,"Narendra modi, Narendra Modi (Politician), rahul gandhi, narendra modi and rahul gandhi, narendra modi latest, narendra modi and congress, narendra modi and ...",PT6M14S,14837,1/29/14,News & Politics,,,,,,
Narendra Modi's Exclusive interview in India News,https://www.youtube.com/embed/tK0xzimCkR4,Narendra Modi Interview: Watch Narendra Modi as never seen before his first interview in the run up to 2014 poll. BJP's prime ministerial candidate Narendra ...,"India News, BJP, Narendra Modi, Amethi, News, News update, breaking News, campaign, Video, Narendra Modi Interview",PT39M11S,963,5/6/14,News & Politics,,,,,,
Shri Ratan Tata Brilliant Speech On Shri Narendra Modi Ji,https://www.youtube.com/embed/puou6hoG9u4,Shri Ratan Tata Brilliant Speech On Shri Narendra Modi Ji,"Narendra Modi (Politician), Amazing, India, Ratan Tata (Award Winner)",PT6M58S,47632,1/22/14,News & Politics,,,,,,
Dr M. Mohan Babu Completes 40 years in Tollywood Celebration -Tollymirchi,https://www.youtube.com/embed/pyqmCeg6n7g,"Like us on FB: https://www.facebook.com/tollymirchi Follow us on: https://twitter.com/tollymirchi tolly,Tollymirchi,News live updates,live update,Telugu news...","Dr M. Mohan Babu Completes 40 years in Tollywood Celebration -Tollymirchi, Tollywood (Film Genre), Mohan Babu (Award Winner), Politics (TV Genre), New, Year,...",PT55M25S,95,11/23/15,News & Politics,,,,,,
Walk The Talk Narendra Modi (Aired April 2004) Video,https://www.youtube.com/embed/crDBn-3-5l4, ,"+walk the talk, +interview",PT27M6S,3233,9/13/13,People & Blogs,,,,,,
Last Week Tonight with John Oliver: Fareed Zakaria Interview Pt. 1 (HBO),https://www.youtube.com/embed/EZdH94R6XwQ,John Oliver and Fareed Zakaria discuss Narendra Modi's recent victory in India's record-breaking election. Connect with Last Week Tonight online... Subscribe...,"john oliver, Fareed Zakaria (Author), last week tonight, india, narendra modi, Bharatiya Janata Party (Organization), hbo",PT4M17S,474179,5/18/14,Entertainment,,,,,,
Narendra Modi in USA Speech | Narendra Modi and Mark Zuckerberg Interview,https://www.youtube.com/embed/3EByYSvw-Vw,narendra modi in usa news | narendra modi interview with mark zuckerberg | narendra modi security | narendra modi speech today | narendra modi speech in amer...,"Narendra Modi (Politician), Politics (TV Genre), Speech (Quotation Subject), Mark Zuckerberg (Organization Leader), United States Of America (Country), India...",PT94M33S,199,10/5/15,People & Blogs,,,,,,
Om NaMO Song English Version by Achu dedicating to Mr. Narendra Modi,https://www.youtube.com/embed/48aqwS_oYe4,"Rajashekar song on Narendar Modi ""Om NaMo (Narendra Modi)"" dedicating to the next Prime Minister of India, Mr. Narendra Modi garu. The song is Exclusively ma...","Narendra modi, on namo, Ab ki bar modi sarkar, Narendra modi special song, Dr rajasekhar special song, Dr rajasekhar, Narendra modi latest videos, Dr. Rajase...",PT3M4S,198,5/3/14,People & Blogs,,,,,,
Killing Veerappan Movie Press Meet Video | Ram Gopal Varma-Tollymirchi,https://www.youtube.com/embed/ecMKZET3pg4,"Like us on FB: https://www.facebook.com/tollymirchi Follow us on: https://twitter.com/tollymirchi tolly,Tollymirchi,News live updates,live update,Telugu news...","Killing Veerappan Movie Press Meet Video | Ram Gopal Varma-Tollymirchi, Ram Gopal Varma (Film Director), Horror (Film Genre), Film (Media Genre), India, Kill...",PT2M20S,87,11/23/15,News & Politics,,,,,,
Narendra Modi Oath As MP In Parliament -Mahaanews,https://www.youtube.com/embed/z77IfgPy7iU,"Subscribe for more News: http://goo.gl/E3ekqY Like us on FB@ https://www.facebook.com/Mahaanews Follow us on@ https://twitter.com/mahaanews Mahaa,Mahaanews l...","Narendra Modi Oath As MP In Parliament -Mahaanews, Narendra Modi Oath As MP In Parliament, Narendra Modi Oath, Narendra Modi Oath As MP, Oath As MP In Parlia...",PT0M59S,1500,6/4/14,News & Politics,,,,,,
Narendra Modi in Aap ki Adalat - India Tv,https://www.youtube.com/embed/72UivE4K9cI,"Tags narendra modi,narendra modi in aap ki adalat full episode,narendra modi in aap ki adalat full episode 2014,narendra modi latest speech 2014,narendra mod...","Narendra Modi (Politician), Adaalat (TV Program), Narendra Modi on India Tv, Narendra Modi in Aap ki Adalat, narendra modi in aap ki adalat full episode, nar...",PT3M57S,1102,4/12/14,People & Blogs,,,,,,
Those 30 Seconds in Which Prabhu Chawla Pissed in His Pants on Getting This Angry Look 4m MODi,https://www.youtube.com/embed/Uq6ccBSgjKc,Description,"Prabhu Chawla (Award Winner), Narendra Modi (Politician), Arvind Kejriwal (Politician)",PT1M25S,29441,12/29/14,News & Politics,,,,,,
Narendra Modi attacks rahul gandhi on Suit boot ki sarkar comment,https://www.youtube.com/embed/iOOnAfJWP5c,"Prime Minister Narendra Modi, who recently completed one year in office, has, in an exclusive interview with ANI said the opposition alleging that his govern...","Narendra Modi, Bharatiya Janata Party, Indian National Congress, Rahul Gandhi, Congress, Bharatiya Janata Party (BJP), coal block allocation, poor, governanc...",PT2M4S,1315,5/30/15,News & Politics,,,,,,
Narendra Modi Rally in Ratlam,https://www.youtube.com/embed/O9Pp1iN3hzM,"Narendra Damodardas Modi is an Indian politician and is the 14th Chief Minister of the state of Gujarat. Narendra Modi,Narendra Modi Rally,narendra Modi On M...","Narendra Modi, Narendra Modi Rally, narendra Modi On Muslim, Narendra Modi In ratlam, narendra modi interview, narendra modi latest speech, Narendra Modi bjp...",PT4M34S,338,4/16/14,People & Blogs,,,,,,
Modiji says Jo kahunga Such Kahunga on Star News - 2/2,https://www.youtube.com/embed/I353QHT7K9g,CM Shri Narendra Modi's interview on Jo kahunga Such Kahunga on Star News with Dipak Chaurasiya on 13 october 2008,"CM, Election, Gujarat, Interview, Modi, Nano, Narendra, News, politics, Star, Swearing",PT8M12S,14122,10/16/08,News & Politics,,,,,,
Prime Minister Narendra Modi's speech at NCC rally 2015,https://www.youtube.com/embed/rszo-8cl2uc,Prime Minister Narendra Modi's speech at NCC rally 2015,"Prime, Minister, India, Prime Minister's NCC Rally 2015, National Cadet Corps (Organization), Narendra Modi (Politician)",PT20M13S,4919,1/28/15,News & Politics,,,,,,
Paid Media Get Slapped by British MP Barry Gardiner over Narendra Modi being invited to UK,https://www.youtube.com/embed/pJ7jNi7jScw,"Paid Media Get Slapped by British MP Barry Gardiner over Narendra Modi being invited to UK, & Gujrat Riots Cases. Nidhi Razdan begs UK MP to reject Gujarat C...","Barry Gardiner (Politician), United Kingdom (Country), Paid Media Get Slapped, Gujrat roits case, India, nidhi razden, ndtv paid media, Narendra modi as prim...",PT4M17S,112749,9/23/13,News & Politics,,,,,,
Anushka Size Zero Movie Dub Smash Video -Tollymirchi,https://www.youtube.com/embed/LgAc3LoVH4Y,"Like us on FB: https://www.facebook.com/tollymirchi Follow us on: https://twitter.com/tollymirchi tolly,Tollymirchi,News live updates,live update,Telugu news...","Anushka Size Zero Movie Dub Smash Video -Tollymirchi, Anushka Shetty (Award Winner), Film (Media Genre), Trailer, Bros, Brawl, Trailer (Website Category), An...",PT0M18S,59,11/22/15,News & Politics,,,,,,
PM Modi faces questions on intolerance in UK,https://www.youtube.com/embed/NKUJF_SxExM,"British newspaper, The Guardian, asks three intolerable questions to PM Modi and David Cameron in UK. Check out the reality of the Guardian. Zee News is the ...","Zee News, PM Modi, Narendra Modi, David Cameron, The Guardian, The Gurdian Newspaper, United Kingdom, Questions on intolerance, Modi in UK",PT14M26S,36168,11/12/15,News & Politics,,,,,,
India's Future Prime Minister Narendra Modi By Reuters .com interview,https://www.youtube.com/embed/Nd44o38tEz4,Reuters com Real hero of India Shri Narendra Modi https://www.facebook.com/panchmahalbjp?ref=hl https://www.facebook.com/narendramodi,"Shri Narendra Modi, Nbc, Media Of India, Fox, Expert, India (Country), Breaking, Narendra Modi (Politician), Real hero of India, gujarat, New Delhi (City/Tow...",PT40M36S,40331,7/13/13,News & Politics,,,,,,
Lok Sabha polls 2014: Congress releases CD against Narendra Modi showing .,https://www.youtube.com/embed/_f4XrPFi0kk,A recent poll projection should bring cheer toBJP as it shows the party and its allies getting between 42 to 50 seats in the politically crucial state of Utt...,"India News, UPA, Rahul Gandhi, NDA, Narendra Modi, Lok Sabha polls 2014, Video, News, News update, breaking News, ABP News, ABP News videos, Uma Bharti, top ...",PT2M50S,141,4/30/14,Film & Animation,,,,,,
"""I am not against Narendra Modi""; Rajdeep Sardesai in interview with journalist Sudhir S Raval",https://www.youtube.com/embed/7u9tDaZ1Lgc,"""I am not against Narendra Modi""; Rajdeep Sardesai in interview with journalist and political analyst Sudhir S Raval. Internationally renowned media celebrit...","Interview (TV Genre), Rajdeep Sardesai (Award Winner), Journalist (Profession), News (TV Genre), Narendra Modi (Politician), Prime Minister (Government Offic...",PT0M44S,483,6/22/15,People & Blogs,,,,,,
Narendra Modi's Anti-Muslim Mentality Exposed to Rajdeep Sardesai in 2001:Must Watch!!,https://www.youtube.com/embed/pKxD-xoZIAM,Narendra Modi's Anti-Islam Mentality Exposed in his Interview to Journalist Rajdeep Sardesai in 2001 in a TV show. This interview was taken just.5 months bef...,"Islam (Religion), All India Majlis-e-Ittehadul Muslimeen (Organization), India (Country)",PT2M26S,20197,5/2/14,News & Politics,,,,,,
Mathura : PM Narendra Modi speech during governments 1st anniversary,https://www.youtube.com/embed/JEFaMqYga9w,Mathura : PM Narendra Modi speech during governments 1st anniversary,Mathura : PM Narendra Modi speech during governments 1st anniversary,PT60M25S,17710,5/25/15,People & Blogs,,,,,,
Frankly Speaking: Narendra Modi on Hindu Refugees,https://www.youtube.com/embed/Kp46Zl4hBNA,Download Times Now India's Election HQ - Real time election coverage at your fingertips. Android: http://bit.ly/1iwcRBr iOS: http://bit.ly/1iPt1sf Windows: h...,"Frankly Speaking with Narendra Modi, Narendra Modi, narendra modi latest speech 2014, narendra modi in amethi, narendra modi interview with arnab goswami, na...",PT4M15S,11360,5/8/14,News & Politics,,,,,,
PM Narendra Modi cried with Mark Zukerberg interview,https://www.youtube.com/embed/1bZO_GlZdms,"When I was young, my mother used to clean dishes, work as a labourer: PM Narendra Modi tears up at Facebook Townhall with Mark Zuckerberg; thanks thousands o...","India, Interview, Narendra Modi (Politician)",PT1M4S,1446,9/27/15,People & Blogs,,,,,,
